Name,Location,Type,Rating,Price
Creamy Culture,ncl-pune,Bakery,--,250 FOR TWO
Taste Of Indore,nia,"Street Food, Beverages, Desserts",4.1,100 FOR TWO
Way Down South Restaurant,nia,"South Indian, North Indian, Thalis, Beverages",4.2,250 FOR TWO
Nandu's Paratha,nia,North Indian,3.7,300 FOR TWO
Indori Laal,nia,"Street Food, Snacks",4.2,150 FOR TWO
Natural Ice Cream,nia,"Ice Cream, Desserts",4.8,150 FOR TWO
Irani Cafe,nia,"Bakery, Snacks, Fast Food, Desserts, Beverages, Indian, Street Food",4.3,200 FOR TWO
TOD - Twist Of Diet,nia,"Healthy Food, Continental, Salads, Italian, Snacks, Juices, Mexican",4.3,500 FOR TWO
Darshan,nia,"Italian, Chinese, Continental, Chaat, Desserts, Snacks, Beverages, Indian",4.1,450 FOR TWO
Burger King,nia,"Burgers, American",4.1,350 FOR TWO
Kakke Da Paratha (Wakad),nia,"North Indian, Punjabi, Beverages",4.1,250 FOR TWO
CakeZone,nia,"Bakery, Desserts, Sweets, Ice Cream",4.2,200 FOR TWO
Tasty Indore,nia,"Snacks, Gujarati, Beverages, Indian",--,200 FOR TWO
Joshi Wadewale,nia,Snacks,3.9,100 FOR TWO
Samosa Singh,nia,"North Indian, Snacks, Desserts, Beverages, Street Food",3.7,150 FOR TWO
Cafe Durga,nia,"South Indian, Chinese, North Indian, Beverages",4.1,250 FOR TWO
Biryani By Kilo,nia,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts",4.1,700 FOR TWO
Satej Snacks,nia,South Indian,4.1,300 FOR TWO
EatFit,nia,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.1,270 FOR TWO
Starbucks Coffee,nia,"Beverages, Ice Cream",4.2,400 FOR TWO
McDonald's,nia,"Burgers, Beverages, Cafe, Desserts",4.3,400 FOR TWO
Udupi snacks center,nia,South Indian,--,100 FOR TWO
Katakirrr Misal,nia,"Snacks, Maharashtrian",4.1,300 FOR TWO
House of Bread Pizzas,nia,"Pizzas, Fast Food, Snacks",--,200 FOR TWO
We Idliwale Mini,nia,"South Indian, Biryani",4.4,300 FOR TWO
FRIED CHICKEN DESTINATION,nia,"American, Snacks, Fast Food",4.1,200 FOR TWO
Home Plate by EatFit,nia,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.9,160 FOR TWO
New Jalebi Junction,nia,Indian,4.3,300 FOR TWO
Upsouth,nia,South Indian,3.7,250 FOR TWO
Great Indian Khichdi by EatFit,nia,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, Sou...",4.3,200 FOR TWO
The Bombay Street,nia,"South Indian, Beverages, Snacks, Pizzas, Indian",3.6,400 FOR TWO
Jalebi Junction,nia,Snacks,3.5,150 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,nia,"Desserts, Ice Cream, Ice Cream Cakes",--,200 FOR TWO
MOMO and Co.(BALEWADI),nia,Chinese,--,200 FOR TWO
Morning Delight,nia,South Indian,4.4,100 FOR TWO
The Dessert Heaven - Pure Veg,nia,"Bakery, Desserts, Sweets, Ice Cream",4.2,200 FOR TWO
HRX by EatFit,nia,"Healthy Food, Salads, Keto",4.3,270 FOR TWO
Cheesecakes By CakeZone,nia,"Bakery, Desserts",4.1,200 FOR TWO
Canteen Central by Eatfit,nia,"Street Food, Fast Food, North Indian, Italian, Snacks, Burgers, Beverages, Desse...",3.7,250 FOR TWO
Smoodies & Juices- Yours Fruitfully,nia,"Beverages, Juices, Healthy Food, Desserts",--,270 FOR TWO
Theobroma,nia,"Bakery, Desserts",4.6,500 FOR TWO
FudHutz,nia,"Maharashtrian, North Indian, Italian, Desserts",4.6,200 FOR TWO
Pizza Hut,nia,Pizzas,3.3,350 FOR TWO
Chaayos Chai+Snacks=Relax,nia,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, S...",4.3,250 FOR TWO
Poetry By Love & Cheesecake,nia,"Desserts, Bakery",4.3,800 FOR TWO
KEKWALE,nia,Bakery,--,349 FOR TWO
AANAPURNA PURNABHRAMBHA HOSPITALITY PVT.LTD.,nia,"Snacks, Fast Food, Biryani, Beverages",--,200 FOR TWO
Raju Wadewale,nia,Snacks,4.3,100 FOR TWO
Third Wave Coffee,nia,"Cafe, Desserts, Beverages",4.4,400 FOR TWO
Anand Wadewale,nia,Snacks,--,300 FOR TWO
Anna's coffee House,nia,"Beverages, South Indian, Fast Food, Desserts",--,300 FOR TWO
Taste Of Indore - Wakad,nia,"Street Food, Chaat, Sweets, Snacks",4.4,250 FOR TWO
McDonald's Gourmet Burger Collection,nia,"Burgers, Beverages, Cafe, Desserts",4.0,600 FOR TWO
Real Bengal Sweets,nia,"Sweets, Snacks",4.2,200 FOR TWO
Tea Post,nia,"Beverages, Fast Food, Snacks",4.1,250 FOR TWO
McCafe by McDonald's,nia,"American, Beverages, Desserts",--,250 FOR TWO
Milan Family Restaurant,nia,"Chinese, North Indian, Kebabs",--,150 FOR TWO
Shree Sadguru Krupa Dosa Center,nia,South Indian,--,250 FOR TWO
The Dessert Zone,nia,"Bakery, Desserts, Ice Cream, Beverages",4.3,200 FOR TWO
HealthyBee,nia,"Healthy Food, Salads, Punjabi, Snacks, Juices",4.3,300 FOR TWO
Winners Pizza (Fresh Dough),nia,"Pizzas, Italian, Desserts, Beverages",3.6,300 FOR TWO
Thambbi ,nia,"South Indian, North Indian",4.1,400 FOR TWO
KOZIE CAFE,nia,South Indian,--,200 FOR TWO
Mithali Paratha & Thali House,nia,"North Indian, Thalis",--,300 FOR TWO
Starboy Pizza & Shakes,nia,"Pizzas, Italian, Fast Food, Snacks, Desserts, Beverages",3.8,300 FOR TWO
The cake Carnival baner,nia,Bakery,--,200 FOR TWO
Momo Zone - The Momo Company,nia,"Chinese, Tibetan, Fast Food",4.2,200 FOR TWO
Indiana Burgers,nia,"Burgers, American, Fast Food, Beverages, Desserts",3.9,200 FOR TWO
WarmOven Cake & Desserts,nia,"Bakery, Desserts, Ice Cream, Beverages",4.2,200 FOR TWO
Kaati Zone Rolls & Wraps,nia,"Fast Food, Bengali, Beverages, Desserts",4.2,200 FOR TWO
Global Cravings,nia,"North Indian, Continental, Chinese, Oriental, Kebabs, Biryani, Snacks",--,700 FOR TWO
Taco Alfresco,nia,"Mexican, Desserts, Beverages, Salads, Tex-Mex",4.3,500 FOR TWO
BK Cafe,nia,"American, Cafe",--,350 FOR TWO
Wakka Makka Chinese,nia,"Chinese, Asian, Thai, Beverages",2.4,250 FOR TWO
Subway,nia,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.3,350 FOR TWO
SUDAMACHE POHE,nia,Indian,4.6,100 FOR TWO
Khichdi Paradise,nia,"Healthy Food, Home Food, Desserts, Beverages",4.0,250 FOR TWO
Bhayankar Burgers,nia,"American, Desserts, Beverages, Fast Food",3.0,200 FOR TWO
Wack Waffles & Brownies,nia,"Waffle, Desserts, Bakery, Beverages",3.5,250 FOR TWO
Biryani Hazir Ho,nia,"Biryani, Mughlai, North Indian, Desserts, Beverages",3.1,300 FOR TWO
Ching Chong Asian,nia,"Chinese, Asian, Desserts, Beverages",3.3,250 FOR TWO
Jenny's Brownies,nia,"Bakery, Desserts, Beverages",3.4,250 FOR TWO
MBA in Khichdi,nia,"Healthy Food, Home Food, Desserts, Beverages",4.2,250 FOR TWO
Miami Waffle & Jawbreakers,nia,"Waffle, Bakery, Desserts, Beverages",3.7,250 FOR TWO
New York Waffles & Dinges,nia,"Waffle, Beverages, Desserts, Bakery",3.3,250 FOR TWO
Panda Momos,nia,"Tibetan, Asian, Beverages, Chinese",2.9,200 FOR TWO
Maa Ki Khichdi,nia,"Home Food, Healthy Food, Desserts, Beverages",3.6,250 FOR TWO
Bolo Tara Rara,nia,"Indian, Beverages",3.3,300 FOR TWO
Miami Shakes & More,nia,"Desserts, Beverages",3.3,200 FOR TWO
Badmash Biryani,nia,"Biryani, North Indian, Desserts, Beverages, Mughlai",3.1,300 FOR TWO
Momo Guy,nia,"Chinese, Tibetan, Desserts, Beverages",4.3,200 FOR TWO
De bakers lounge,nia,Bakery,--,400 FOR TWO
Monginis Cake Shop,nia,"Bakery, Desserts",4.3,250 FOR TWO
Kouzina Kafe - The Food Court,nia,"Bakery, Desserts, Ice Cream, Beverages",4.7,200 FOR TWO
Kaapi Queen,nia,"South Indian, Desserts, Beverages, Snacks",4.1,500 FOR TWO
Cafe Nation,nia,"Beverages, Fast Food, Burgers, Pizzas, Snacks",--,300 FOR TWO
Jozi Nutriment,nia,Waffle,--,200 FOR TWO
Myfroyoland - Premium Frozen Yogurt,nia,"Desserts, Ice Cream, Healthy Food",4.3,300 FOR TWO
Burger It Up,nia,"Burgers, Beverages, Desserts, American, Cafe",4.1,200 FOR TWO
Cupcake Bliss Cake & Desserts,nia,"Bakery, Desserts, Ice Cream, Beverages",4.2,200 FOR TWO
Chul Chicken,nia,"North Indian, Thalis, Maharashtrian",--,400 FOR TWO
Slurpy Shakes,nia,"Beverages, Ice Cream, Desserts",4.6,150 FOR TWO
Sundae Everyday Ice Creams,nia,"Beverages, Ice Cream, Desserts",4.4,100 FOR TWO
Chaitanya Paranthas,nia,"North Indian, Punjabi, Chinese, Combo, Thalis, Beverages, Desserts",4.0,200 FOR TWO
Indori Sarafa Bazaar,nia,"Street Food, Chaat, Snacks, Desserts, Sweets, North Indian",4.3,250 FOR TWO
Pintu Saoji,nia,Maharashtrian,3.7,250 FOR TWO
Udupi Tiffins,nia,"South Indian, Snacks, Thalis",3.9,300 FOR TWO
Squeezo Foods,nia,"Healthy Food, Salads, Beverages, Snacks, Indian",4.5,300 FOR TWO
Rohit Wadewale,nia,"Maharashtrian, Snacks",3.6,200 FOR TWO
Jogeshwari Misal and Bhel,nia,Snacks,--,300 FOR TWO
Upwas Uphargruha,nia,"Indian, Snacks",3.3,200 FOR TWO
The Cake Art,nia,"Desserts, Bakery",4.5,500 FOR TWO
IIM Nashtewala,nia,Snacks,--,200 FOR TWO
Shri Balaji Bhel Chat Center,nia,"Chaat, Snacks",--,140 FOR TWO
Fruitango,nia,"Juices, Beverages",--,200 FOR TWO
Amrita Pure Veg,nia,"South Indian, North Indian",4.1,350 FOR TWO
GK Pooriwala,nia,"North Indian, Maharashtrian, Fast Food, Beverages",4.2,150 FOR TWO
Cafe Coffee Day,nia,"Beverages, Snacks, Desserts",3.5,300 FOR TWO
Sai Sagar Pure Veg,nia,"North Indian, Chinese, South Indian, Tandoor, Biryani, Punjabi",3.8,250 FOR TWO
The Rustle Nest,nia,"European, Continental",4.2,1000 FOR TWO
RushHrs,nia,"American, Burgers, Salads, Snacks, Beverages, Desserts",4.3,250 FOR TWO
Downtown Food Station,nia,Chinese,--,400 FOR TWO
South & More,nia,"South Indian, Snacks, Beverages",3.8,200 FOR TWO
S Kumar Wadewale,nia,"Snacks, South Indian",4.2,300 FOR TWO
The Momo Xpress,nia,Tibetan,--,200 FOR TWO
JS FOOD CENTER,nia,"Indian, Snacks, Biryani, Fast Food, Beverages",--,200 FOR TWO
Bowl Up!,nia,"North Indian, Desserts",--,200 FOR TWO
World Of Sweets,nia,Sweets,4.2,400 FOR TWO
Kulhad,nia,"Desserts, Street Food, Sweets",4.2,250 FOR TWO
Chaayos Chai+Snacks=Relax,navsahyadri,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, S...",4.2,250 FOR TWO
Ruchi Snacks Centre,navsahyadri,Snacks,4.3,200 FOR TWO
Bhadait Misal,navsahyadri,"Maharashtrian, Snacks",4.4,150 FOR TWO
Yolkshire,navsahyadri,"Healthy Food, Italian, Salads, Desserts",4.3,400 FOR TWO
SHRIMANTI MISAL AND SNACKS,navsahyadri,"Indian, Snacks",4.6,200 FOR TWO
Fakkad Foods,navsahyadri,"Street Food, Fast Food, Indian",4.3,300 FOR TWO
Brahma Garden,navsahyadri,"North Indian, South Indian, Chinese, Juices, Biryani, Punjabi",4.3,350 FOR TWO
Burger King,navsahyadri,"Burgers, American",4.1,350 FOR TWO
HINDUSTAN BAKERY,navsahyadri,"Bakery, Snacks",4.2,200 FOR TWO
Oye Kiddan,navsahyadri,"Punjabi, North Indian, Desserts, Thalis",4.2,250 FOR TWO
MOMO and Co.,navsahyadri,"Chinese, Fast Food",--,200 FOR TWO
Appa,navsahyadri,Street Food,4.3,150 FOR TWO
CAFE DURGA,navsahyadri,"Indian, Continental, Chinese",3.6,300 FOR TWO
Shri Chaturshringi mata Snacks center,navsahyadri,Indian,4.0,200 FOR TWO
Sugran Swayampakghar,navsahyadri,"Maharashtrian, Thalis, Home Food",4.4,200 FOR TWO
Greens and Breads,navsahyadri,"Healthy Food, American, Salads, Continental, Grill",4.1,250 FOR TWO
Katakirrr Misal,navsahyadri,"Maharashtrian, Snacks",4.3,200 FOR TWO
Theobroma,navsahyadri,"Bakery, Desserts",4.6,500 FOR TWO
Punjab Canteen,navsahyadri,"Punjabi, North Indian, Chaat, Biryani, Kebabs, Desserts, Beverages, Tandoor",4.2,300 FOR TWO
Maskawala & Co.,navsahyadri,"Snacks, Biryani, Bakery",4.4,400 FOR TWO
Pizza Hut,navsahyadri,Pizzas,3.8,350 FOR TWO
Third Wave Coffee,navsahyadri,"Beverages, Fast Food, Snacks",4.4,400 FOR TWO
Mithas,navsahyadri,"Sweets, Desserts, Snacks",4.5,450 FOR TWO
LEAN RAW,navsahyadri,"Beverages, Salads, Continental, Healthy Food",--,300 FOR TWO
Swarnaa Vegetarian,navsahyadri,"North Indian, South Indian, Chinese, Continental, Punjabi",4.1,350 FOR TWO
Abhishek Veg Restaurant,navsahyadri,"North Indian, Chinese",4.3,500 FOR TWO
Hyderabadi Biryani Express,navsahyadri,"Biryani, Chinese",3.2,250 FOR TWO
Hotel Durga,navsahyadri,"Fast Food, South Indian",4.4,300 FOR TWO
Best Belgian waffle,navsahyadri,"Desserts, Bakery, Beverages",4.2,250 FOR TWO
Subway,navsahyadri,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,350 FOR TWO
Cafe Arabia,navsahyadri,"Lebanese, Middle Eastern, Mediterranean",4.3,450 FOR TWO
Sweet Truth - Cake and Desserts,navsahyadri,"Bakery, Desserts",4.3,450 FOR TWO
Starbucks Coffee,navsahyadri,"Beverages, Ice Cream",4.6,400 FOR TWO
NAADBRAMHA IDLI,navsahyadri,South Indian,4.4,200 FOR TWO
Kimaya Veg Restaurant,navsahyadri,"Chinese, South Indian, Indian",4.4,300 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,navsahyadri,"Desserts, Ice Cream, Ice Cream Cakes",4.8,300 FOR TWO
Hyderabadi Laziz,navsahyadri,North Indian,3.5,300 FOR TWO
Wadeshwar(Law college road),navsahyadri,"South Indian, Snacks, Street Food, Beverages, Desserts",4.5,350 FOR TWO
Barometer,navsahyadri,"Indian, Chinese, Continental, Pan-Asian",4.5,1100 FOR TWO
susha's cafe,navsahyadri,"Pizzas, Beverages",--,400 FOR TWO
Irani Cafe,navsahyadri,"Bakery, Snacks, Desserts, Beverages",4.4,300 FOR TWO
Indore Foods,navsahyadri,Street Food,4.3,100 FOR TWO
Faasos' Signature Wraps & Rolls,navsahyadri,"Snacks, Beverages, Desserts, Indian",4.4,350 FOR TWO
Pure Veg Meals by Lunchbox,navsahyadri,"North Indian, Desserts, Biryani",--,200 FOR TWO
Cafe Arabia,navsahyadri,"Lebanese, Middle Eastern, Mediterranean",4.3,450 FOR TWO
The Verandah,navsahyadri,"Beverages, South Indian, Snacks, Fast Food, Chaat",4.5,500 FOR TWO
WarmOven Cake & Desserts,navsahyadri,"Bakery, Desserts, Ice Cream, Beverages",4.3,200 FOR TWO
Pruthvi Vegetarianism,navsahyadri,"North Indian, South Indian",4.4,450 FOR TWO
Garden Vada Pav Centre,navsahyadri,"Street Food, Desserts, Beverages",4.4,100 FOR TWO
The Dessert Zone,navsahyadri,"Bakery, Desserts, Ice Cream, Beverages",4.4,200 FOR TWO
Sheetal Restaurant,navsahyadri,"North Indian, South Indian, Chinese",4.4,500 FOR TWO
LunchBox - Meals and Thalis,navsahyadri,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,200 FOR TWO
Yedeshwari hotel,navsahyadri,"North Indian, South Indian, Snacks",3.8,150 FOR TWO
Bhalekar's Matsyagandha,navsahyadri,"Goan, Malwani, Seafood",4.3,450 FOR TWO
DO Cafe Pure Veg,navsahyadri,"Cafe, Snacks, Burgers, Pastas",4.1,300 FOR TWO
GOKHALES KITCHEN,navsahyadri,"Thalis, Street Food, South Indian, Maharashtrian",4.3,200 FOR TWO
Chai Express,navsahyadri,"Beverages, Fast Food, Maharashtrian, Street Food, Bakery",3.9,450 FOR TWO
Best Belgian Waffle (FC Road),navsahyadri,"Desserts, Beverages, Bakery",4.0,250 FOR TWO
Mad Over Donuts,navsahyadri,"Desserts, Sweets, Bakery",4.4,200 FOR TWO
RushHrs,navsahyadri,"Salads, Healthy Food",4.1,400 FOR TWO
Monginis,navsahyadri,"Bakery, Desserts, Snacks",4.5,300 FOR TWO
Shreyash Kitchen,navsahyadri,Indian,--,150 FOR TWO
Cafe Peter,navsahyadri,"American, Korean, Italian, Japanese",4.3,300 FOR TWO
SHREE GANESH FOODS COURT,navsahyadri,"Snacks, Beverages",--,200 FOR TWO
Indiana Burgers,navsahyadri,"Burgers, American, Fast Food, Beverages, Desserts",3.9,150 FOR TWO
Kaati Zone Rolls & Wraps,navsahyadri,"Fast Food, Bengali, Beverages, Desserts",3.9,150 FOR TWO
Burger It Up,navsahyadri,"Burgers, Beverages, Desserts, American, Cafe",4.1,150 FOR TWO
Faasos - Wraps & Rolls,navsahyadri,"Fast Food, North Indian, Street Food, Desserts",4.2,200 FOR TWO
Shakes,navsahyadri,"Beverages, Desserts",--,350 FOR TWO
The Waffle Jar,navsahyadri,"Bakery, Desserts, Ice Cream",2.5,200 FOR TWO
Effingut 2 Go,navsahyadri,"Snacks, Chinese, Indian",--,400 FOR TWO
ShakeZone,navsahyadri,"Beverages, Desserts",--,250 FOR TWO
Oblique kitchen,navsahyadri,"Indian, Italian",4.1,1000 FOR TWO
suryakrupa multicuisine restaurant,navsahyadri,"Snacks, South Indian",--,300 FOR TWO
South Indian by Qimbu,navsahyadri,South Indian,3.9,199 FOR TWO
Assal Amravati Mh27,navsahyadri,"North Indian, Maharashtrian, Snacks, Beverages, Tandoor",4.0,200 FOR TWO
Crazy Cheesy (Law Collage Road),navsahyadri,"Continental, Pastas, Pizzas",4.1,500 FOR TWO
Puneree Tadka,navsahyadri,North Indian,--,300 FOR TWO
Aaditya kitchen,navsahyadri,"South Indian, Biryani, Snacks",--,2000 FOR TWO
Fantasy Bakery N Patisserie,navsahyadri,"Bakery, Desserts",--,100 FOR TWO
Solanki Ice Creams,navsahyadri,Ice Cream,--,120 FOR TWO
Cafe 14,navsahyadri,"Beverages, Pizzas, Fast Food",--,180 FOR TWO
Minute O Meals,navsahyadri,"Indian, Thai",--,400 FOR TWO
22 BeanYork,navsahyadri,Indian,--,500 FOR TWO
KAKA HALWAI SWEET CENTRE,navsahyadri,"Sweets, Snacks",--,300 FOR TWO
Copper Chocs,navsahyadri,"Desserts, Bakery",--,400 FOR TWO
Zatka misal,navsahyadri,"South Indian, Beverages",3.8,300 FOR TWO
Cafe Tom And Jerry,navsahyadri,"Italian, Continental, Beverages",3.7,300 FOR TWO
Cafe Ocean 11,navsahyadri,"Continental, Italian, Beverages",3.5,250 FOR TWO
SLAY Coffee,navsahyadri,"Beverages, Desserts",4.6,200 FOR TWO
Maharaja wada,navsahyadri,Street Food,4.6,100 FOR TWO
Slurpy Shakes,navsahyadri,"Beverages, Ice Cream, Desserts",4.2,150 FOR TWO
Cloud9 Kitchen,navsahyadri,"North Indian, Indian, South Indian",--,200 FOR TWO
Samudra Veg,navsahyadri,"North Indian, Chinese, South Indian",4.4,450 FOR TWO
Kouzina Kafe - The Food Court,navsahyadri,"Bakery, Desserts, Ice Cream, Beverages",--,150 FOR TWO
Cupcake Bliss Cake & Desserts,navsahyadri,"Bakery, Desserts, Ice Cream, Beverages",4.3,200 FOR TWO
Jayashree Garden,navsahyadri,"North Indian, Chinese, Continental",4.2,500 FOR TWO
New Golden Bakery,navsahyadri,"Bakery, Desserts",--,150 FOR TWO
GOKHALES KITCHEN,navsahyadri,"Thalis, Street Food, South Indian, Maharashtrian",4.3,200 FOR TWO
Om Sai Mastani House,navsahyadri,"Desserts, Beverages",--,250 FOR TWO
Faasos - Wraps & Rolls,navsahyadri,"Fast Food, North Indian, Street Food, Desserts",4.2,200 FOR TWO
Deshpande Snacks & More,navsahyadri,Snacks,--,300 FOR TWO
Cafe Bistro,navsahyadri,Continental,--,250 FOR TWO
Frother,navsahyadri,Beverages,--,200 FOR TWO
Swara Juice Bar,navsahyadri,Juices,4.1,200 FOR TWO
Puneree Tadka,navsahyadri,North Indian,--,300 FOR TWO
New Poona Bakery & Cafe,navsahyadri,"Pizzas, Pastas, Bakery",3.8,300 FOR TWO
Chai Express,navsahyadri,"Beverages, Fast Food, Maharashtrian, Street Food, Bakery",3.9,450 FOR TWO
Aditri Veg Restaurant,navsahyadri,"North Indian, Chinese, South Indian, Tandoor",4.3,200 FOR TWO
Annapurna Prasanna Food Products,navsahyadri,"North Indian, Maharashtrian, South Indian, Indian",--,200 FOR TWO
Cloud9 Kitchen,navsahyadri,"North Indian, Indian, South Indian",--,200 FOR TWO
Prasanna Snacks,navsahyadri,"South Indian, North Indian",4.4,250 FOR TWO
Haldiram's Sweets and Namkeen,navsahyadri,Sweets,3.0,200 FOR TWO
Mummy's Homely kitchen,navsahyadri,"Maharashtrian, Street Food, Home Food, Beverages",3.5,200 FOR TWO
Laziz Xprs,navsahyadri,Fast Food,--,200 FOR TWO
The Choco World,navsahyadri,Desserts,--,200 FOR TWO
Simply South,navsahyadri,"South Indian, North Indian",3.9,250 FOR TWO
Cafe Dreamland,navsahyadri,Desserts,3.8,400 FOR TWO
Bedekar Misal,navsahyadri,Maharashtrian,4.4,400 FOR TWO
Cafe Weekend,navsahyadri,Indian,--,250 FOR TWO
Fusion Kitchen,navsahyadri,"North Indian, Chinese, Indian, Beverages, Snacks",--,300 FOR TWO
The Nutri Pro Kitchen,navsahyadri,"Healthy Food, Salads, Juices, Continental, Indian",4.3,500 FOR TWO
Krazy Cafe,navsahyadri,"Italian, Chaat",--,150 FOR TWO
Le Petit Amour Patisserie & Bistro,navsahyadri,European,4.3,800 FOR TWO
Mad Momos,navsahyadri,"Chinese, Tibetan, Nepalese, Pizzas, Snacks, Beverages",3.8,200 FOR TWO
S.A Dosa Cafe,navsahyadri,South Indian,4.4,250 FOR TWO
Snack Eat,navsahyadri,Snacks,--,200 FOR TWO
Cafe Bon Appetit,navsahyadri,"Continental, Italian, Pizzas",--,200 FOR TWO
Yolkshire,range-hills,"Healthy Food, Italian, Salads, Desserts",4.3,400 FOR TWO
Skoop Ice Cream Parlour,range-hills,Desserts,--,200 FOR TWO
kulfi  magic,range-hills,Ice Cream,--,100 FOR TWO
Third Wave Coffee,range-hills,"Beverages, Fast Food, Snacks",4.4,400 FOR TWO
"New Sagar Hotel, Khadki",range-hills,"Snacks, South Indian, Sweets",--,100 FOR TWO
Ishan Pure Veg,range-hills,"North Indian, Chinese, South Indian, Beverages",4.5,400 FOR TWO
Maskawala & Co.,range-hills,"Snacks, Biryani, Bakery",4.4,400 FOR TWO
Burger King,range-hills,"Burgers, American",4.1,350 FOR TWO
SHREENATH SANDWITCH,range-hills,"Fast Food, Snacks",--,100 FOR TWO
Barista,range-hills,"Beverages, Snacks, Desserts",3.9,350 FOR TWO
Sushi Stix,range-hills,Japanese,--,500 FOR TWO
Cake Connection Factory,range-hills,"Bakery, Desserts, Snacks",--,300 FOR TWO
Hotel Durga,range-hills,"Fast Food, South Indian",4.4,300 FOR TWO
Wok toss,range-hills,"Pan-Asian, Chinese, Thai, Indonesian, Desserts",--,400 FOR TWO
E- SQUARE THE FERN,range-hills,"Chinese, North Indian, Punjabi, Snacks",--,500 FOR TWO
Cafe Arabia,range-hills,"Lebanese, Middle Eastern, Mediterranean",4.3,450 FOR TWO
Pizza Hut,range-hills,Pizzas,3.9,350 FOR TWO
Maharaja Wada,range-hills,"Indian, Chaat, Beverages, Pizzas",4.6,150 FOR TWO
Fakkad Foods,range-hills,"Street Food, Fast Food, Indian",4.3,300 FOR TWO
Pizzaria,range-hills,Pizzas,--,400 FOR TWO
Pongade Biryani House,range-hills,"Biryani, Chinese, Snacks, Indian, Beverages",--,400 FOR TWO
Shri Chaturshringi mata Snacks center,range-hills,Indian,4.0,200 FOR TWO
The Pizza Box,range-hills,Italian,4.0,250 FOR TWO
Aashirwad Cafe,range-hills,"Indian, Chinese, South Indian, Italian",--,200 FOR TWO
Subway,range-hills,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,350 FOR TWO
Kiosk Kaffee,range-hills,"Beverages, Snacks",--,300 FOR TWO
Starbucks Coffee,range-hills,Beverages,4.7,400 FOR TWO
BK Cafe,range-hills,"American, Cafe",--,350 FOR TWO
JAI SHREE KRUSHNA PURE VEG,range-hills,"Indian, Biryani",--,500 FOR TWO
Sheetal Restaurant,range-hills,"North Indian, South Indian, Chinese",4.4,500 FOR TWO
Keventers Ice Cream,range-hills,"Ice Cream, Desserts",--,200 FOR TWO
Yash Regency - Dark Kitchen,range-hills,"Indian, Continental",--,250 FOR TWO
DURGA SNACKS,range-hills,"Snacks, Indian, South Indian, Street Food, Chaat",4.3,300 FOR TWO
PVR Cafe,range-hills,"Snacks, Fast Food, Beverages",4.1,400 FOR TWO
BEANS BAR,range-hills,"Beverages, Fast Food",--,200 FOR TWO
Niranjan Veg Restaurant,range-hills,"South Indian, Maharashtrian, Chinese, Fast Food, Beverages",4.5,400 FOR TWO
Chocolate Biclate,range-hills,"Bakery, Desserts, Beverages",4.4,250 FOR TWO
Sharvaree Restaurant,range-hills,"Maharashtrian, North Indian, Chinese",4.4,700 FOR TWO
italian Hut,range-hills,"South Indian, Chinese",--,250 FOR TWO
CAKE N KING,range-hills,Bakery,--,250 FOR TWO
Tea Post,range-hills,"Beverages, Snacks",--,300 FOR TWO
Fithulk Lassi Bar,range-hills,"Beverages, Fast Food",--,200 FOR TWO
THE BURGER BYTE CAFE,range-hills,"Burgers, Fast Food, Pizzas, Snacks",4.1,170 FOR TWO
The Belgian Waffle Co.,range-hills,"Waffle, Desserts, Ice Cream",4.5,200 FOR TWO
V Cafe - Meals By PVR,range-hills,"Pizzas, Snacks, American",3.8,400 FOR TWO
Mad Over Donuts,range-hills,"Desserts, Sweets, Bakery",4.4,200 FOR TWO
Juicewale,range-hills,"Beverages, Juices",--,200 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,range-hills,"Desserts, Ice Cream, Ice Cream Cakes",3.9,300 FOR TWO
Haldiram's Sweets and Namkeen,range-hills,"South Indian, North Indian, Indian, Fast Food, Snacks",4.5,200 FOR TWO
CLASICO DE CAFE,range-hills,"Beverages, Burgers, Snacks",--,300 FOR TWO
Wake and Bake,range-hills,"Desserts, Sweets",4.4,350 FOR TWO
Ganpat sweets,range-hills,"Indian, Snacks",2.6,100 FOR TWO
Cake Place (R J Bakers),range-hills,Bakery,--,150 FOR TWO
